[24-04-2023 12:13:56] | INFO | Iniciando servicio de correo
[27-04-2023 04:08:45] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:08:45] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:09:10] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:09:10] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:09:34] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:09:34] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:10:17] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:10:17] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:10:41] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:10:41] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:11:06] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:11:06] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:12:16] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:12:16] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:12:41] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:12:41] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:13:33] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:13:33] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:13:58] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:13:58] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:14:22] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:14:22] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:15:22] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:15:22] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:15:59] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:15:59] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:16:23] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:16:23] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:17:28] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:17:28] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:17:52] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:17:52] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:18:16] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:18:16] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:19:05] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:19:05] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:19:32] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:19:32] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:20:11] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:20:11] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:20:35] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:20:35] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:21:00] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:21:00] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:21:54] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:21:54] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:23:20] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:23:20] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:23:44] | ERROR | Unable to fetch auth token. Error: HTTPSConnectionPool(host='login.microsoftonline.com', port=443): Read timed out. (read timeout=None)
[27-04-2023 04:23:44] | ERROR | Fallo en la autenticacion, favor validar expiracion de credenciales
[27-04-2023 04:24:54] | WARNING | Retrying (Retry(total=2, connect=3, read=2, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='graph.microsoft.com', port=443): Read timed out. (read timeout=None)")': /v1.0/users/test_despachador@banchilevida.cl/messages?%24top=1&%24filter=isRead+eq+false
[27-04-2023 04:25:17] | WARNING | Retrying (Retry(total=1, connect=3, read=1, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='graph.microsoft.com', port=443): Read timed out. (read timeout=None)")': /v1.0/users/test_despachador@banchilevida.cl/messages?%24top=1&%24filter=isRead+eq+false
[27-04-2023 04:25:41] | WARNING | Retrying (Retry(total=0, connect=3, read=0, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPSConnectionPool(host='graph.microsoft.com', port=443): Read timed out. (read timeout=None)")': /v1.0/users/test_despachador@banchilevida.cl/messages?%24top=1&%24filter=isRead+eq+false
